,Unnamed: 0,acc,bool_hebbian,phi,theta
11756,11756.0,0.6398,1,5,0.3899999999999999
11757,11757.0,0.8217,1,5,0.3899999999999999
11758,11758.0,0.8181,1,5,0.3899999999999999
11759,11759.0,0.5673,1,5,0.3899999999999999
11760,11760.0,0.6579999999999999,1,5,0.3899999999999999
11761,11761.0,0.52,1,5,0.3899999999999999
11762,11762.0,0.759,1,5,0.3899999999999999
11763,11763.0,0.7378,1,5,0.3899999999999999
11764,11764.0,0.752,1,5,0.3899999999999999
11765,11765.0,0.8317,1,5,0.3899999999999999
11766,11766.0,0.7476,1,5,0.3899999999999999
11767,11767.0,0.6679999999999999,1,5,0.3899999999999999
11768,11768.0,0.4059,1,5,0.3899999999999999
11769,11769.0,0.9089,1,5,0.3899999999999999
11770,11770.0,0.7243,1,5,0.3899999999999999
11771,11771.0,0.7296,1,5,0.3899999999999999
11772,11772.0,0.8543,1,5,0.3899999999999999
11773,11773.0,0.8408,1,5,0.3899999999999999
11774,11774.0,0.6813,1,5,0.3899999999999999
11775,11775.0,0.7515,1,5,0.3899999999999999
11776,11776.0,0.6754,1,5,0.3899999999999999
11777,11777.0,0.8381,1,5,0.3899999999999999
11778,11778.0,0.8455,1,5,0.3899999999999999
11779,11779.0,0.7563,1,5,0.3899999999999999
11780,11780.0,0.6378,1,5,0.3899999999999999
11781,11781.0,0.4096,1,5,0.3899999999999999
11782,11782.0,0.6052,1,5,0.3899999999999999
11783,11783.0,0.7773,1,5,0.3899999999999999
11784,11784.0,0.6328,1,5,0.3899999999999999
11785,11785.0,0.9231,1,5,0.3899999999999999
11786,11786.0,0.7235,1,5,0.3899999999999999
11787,11787.0,0.5339,1,5,0.3899999999999999
11788,11788.0,0.7621,1,5,0.3899999999999999
11789,11789.0,0.7652,1,5,0.3899999999999999
11790,11790.0,0.4954,1,5,0.3899999999999999
11791,11791.0,0.6506,1,5,0.3899999999999999
11792,11792.0,0.9216,1,5,0.3899999999999999
11793,11793.0,0.7726,1,5,0.3899999999999999
11794,11794.0,0.5658,1,5,0.3899999999999999
11795,11795.0,0.9193,1,5,0.3899999999999999
11796,11796.0,0.4811,1,5,0.3899999999999999
11797,11797.0,0.6219,1,5,0.3899999999999999
11798,11798.0,0.6627,1,5,0.3899999999999999
11799,11799.0,0.6286,1,5,0.3899999999999999
11800,11800.0,0.9298,0,5,0.3999999999999998
11801,11801.0,0.5753,0,5,0.3999999999999998
11802,11802.0,0.7498,0,5,0.3999999999999998
11803,11803.0,0.7493,0,5,0.3999999999999998
11804,11804.0,0.6416,0,5,0.3999999999999998
11805,11805.0,0.7618,0,5,0.3999999999999998
11806,11806.0,0.7434,0,5,0.3999999999999998
11807,11807.0,0.9287,0,5,0.3999999999999998
11808,11808.0,0.7465,0,5,0.3999999999999998
11809,11809.0,0.925,0,5,0.3999999999999998
11810,11810.0,0.6591,0,5,0.3999999999999998
11811,11811.0,0.7292,0,5,0.3999999999999998
11812,11812.0,0.7659,0,5,0.3999999999999998
11813,11813.0,0.3746,0,5,0.3999999999999998
11814,11814.0,0.7512,0,5,0.3999999999999998
11815,11815.0,0.4767,0,5,0.3999999999999998
11816,11816.0,0.28800000000000003,0,5,0.3999999999999998
11817,11817.0,0.7281,0,5,0.3999999999999998
11818,11818.0,0.3808,0,5,0.3999999999999998
11819,11819.0,0.8145,0,5,0.3999999999999998
11820,11820.0,0.6626,0,5,0.3999999999999998
11821,11821.0,0.6581,0,5,0.3999999999999998
11822,11822.0,0.4563,0,5,0.3999999999999998
11823,11823.0,0.4516,0,5,0.3999999999999998
11824,11824.0,0.7512,0,5,0.3999999999999998
11825,11825.0,0.9229,0,5,0.3999999999999998
11826,11826.0,0.6713,0,5,0.3999999999999998
11827,11827.0,0.7389,0,5,0.3999999999999998
11828,11828.0,0.7496,0,5,0.3999999999999998
11829,11829.0,0.5656,0,5,0.3999999999999998
11830,11830.0,0.9271,0,5,0.3999999999999998
11831,11831.0,0.7598,0,5,0.3999999999999998
11832,11832.0,0.6688,0,5,0.3999999999999998
11833,11833.0,0.6384,0,5,0.3999999999999998
11834,11834.0,0.6245,0,5,0.3999999999999998
11835,11835.0,0.929,0,5,0.3999999999999998
11836,11836.0,0.6714,0,5,0.3999999999999998
11837,11837.0,0.5743,0,5,0.3999999999999998
11838,11838.0,0.6675,0,5,0.3999999999999998
11839,11839.0,0.5681,0,5,0.3999999999999998
11840,11840.0,0.7535,0,5,0.3999999999999998
11841,11841.0,0.4981,0,5,0.3999999999999998
11842,11842.0,0.7528,0,5,0.3999999999999998
11843,11843.0,0.5617,0,5,0.3999999999999998
11844,11844.0,0.6684,0,5,0.3999999999999998
11845,11845.0,0.8319,0,5,0.3999999999999998
11846,11846.0,0.3626,0,5,0.3999999999999998
11847,11847.0,0.5682,0,5,0.3999999999999998
11848,11848.0,0.5824,0,5,0.3999999999999998
11849,11849.0,0.7602,0,5,0.3999999999999998
11850,11850.0,0.5721,0,5,0.3999999999999998
11851,11851.0,0.4612,0,5,0.3999999999999998
11852,11852.0,0.7556,0,5,0.3999999999999998
11853,11853.0,0.8140000000000001,0,5,0.3999999999999998
11854,11854.0,0.5729,0,5,0.3999999999999998
11855,11855.0,0.6425,0,5,0.3999999999999998
11856,11856.0,0.6596,0,5,0.3999999999999998
11857,11857.0,0.9311,0,5,0.3999999999999998
11858,11858.0,0.4931,0,5,0.3999999999999998
11859,11859.0,0.7186,0,5,0.3999999999999998
11860,11860.0,0.4708,0,5,0.3999999999999998
11861,11861.0,0.7557,0,5,0.3999999999999998
11862,11862.0,0.7542,0,5,0.3999999999999998
11863,11863.0,0.7572,0,5,0.3999999999999998
11864,11864.0,0.7367,0,5,0.3999999999999998
11865,11865.0,0.5847,0,5,0.3999999999999998
11866,11866.0,0.6534,0,5,0.3999999999999998
11867,11867.0,0.8151,0,5,0.3999999999999998
11868,11868.0,0.726,0,5,0.3999999999999998
11869,11869.0,0.929,0,5,0.3999999999999998
11870,11870.0,0.8009,0,5,0.3999999999999998
11871,11871.0,0.7506,0,5,0.3999999999999998
11872,11872.0,0.6714,0,5,0.3999999999999998
11873,11873.0,0.7149,0,5,0.3999999999999998
11874,11874.0,0.6543,0,5,0.3999999999999998
11875,11875.0,0.4747,0,5,0.3999999999999998
11876,11876.0,0.5778,0,5,0.3999999999999998
11877,11877.0,0.9245,0,5,0.3999999999999998
11878,11878.0,0.9268,0,5,0.3999999999999998
11879,11879.0,0.7505,0,5,0.3999999999999998
11880,11880.0,0.5679,0,5,0.3999999999999998
11881,11881.0,0.4917,0,5,0.3999999999999998
11882,11882.0,0.8376,0,5,0.3999999999999998
11883,11883.0,0.6394,0,5,0.3999999999999998
11884,11884.0,0.8419,0,5,0.3999999999999998
11885,11885.0,0.5859,0,5,0.3999999999999998
11886,11886.0,0.7596,0,5,0.3999999999999998
11887,11887.0,0.5668,0,5,0.3999999999999998
11888,11888.0,0.7274,0,5,0.3999999999999998
11889,11889.0,0.5748,0,5,0.3999999999999998
11890,11890.0,0.7681,0,5,0.3999999999999998
11891,11891.0,0.3809,0,5,0.3999999999999998
11892,11892.0,0.7489,0,5,0.3999999999999998
11893,11893.0,0.8468,0,5,0.3999999999999998
11894,11894.0,0.6446,0,5,0.3999999999999998
11895,11895.0,0.7545,0,5,0.3999999999999998
11896,11896.0,0.5587,0,5,0.3999999999999998
11897,11897.0,0.4921,0,5,0.3999999999999998
11898,11898.0,0.6618,0,5,0.3999999999999998
11899,11899.0,0.9278,0,5,0.3999999999999998
11900,11900.0,0.5755,1,5,0.3999999999999998
11901,11901.0,0.8381,1,5,0.3999999999999998
11902,11902.0,0.5106,1,5,0.3999999999999998
11903,11903.0,0.6952,1,5,0.3999999999999998
11904,11904.0,0.7212,1,5,0.3999999999999998
11905,11905.0,0.7611,1,5,0.3999999999999998
11906,11906.0,0.9319,1,5,0.3999999999999998
11907,11907.0,0.7739,1,5,0.3999999999999998
11908,11908.0,0.6607,1,5,0.3999999999999998
11909,11909.0,0.7704,1,5,0.3999999999999998
11910,11910.0,0.5539999999999999,1,5,0.3999999999999998
11911,11911.0,0.5864,1,5,0.3999999999999998
11912,11912.0,0.7411,1,5,0.3999999999999998
11913,11913.0,0.6616,1,5,0.3999999999999998
11914,11914.0,0.5555,1,5,0.3999999999999998
11915,11915.0,0.6422,1,5,0.3999999999999998
11916,11916.0,0.8734,1,5,0.3999999999999998
11917,11917.0,0.5737,1,5,0.3999999999999998
11918,11918.0,0.8139,1,5,0.3999999999999998
11919,11919.0,0.6063,1,5,0.3999999999999998
11920,11920.0,0.7009,1,5,0.3999999999999998
11921,11921.0,0.7214,1,5,0.3999999999999998
11922,11922.0,0.5852,1,5,0.3999999999999998
11923,11923.0,0.6651,1,5,0.3999999999999998
11924,11924.0,0.5903,1,5,0.3999999999999998
11925,11925.0,0.8105,1,5,0.3999999999999998
11926,11926.0,0.7709999999999999,1,5,0.3999999999999998
11927,11927.0,0.8327,1,5,0.3999999999999998
11928,11928.0,0.682,1,5,0.3999999999999998
11929,11929.0,0.5805,1,5,0.3999999999999998
11930,11930.0,0.7423,1,5,0.3999999999999998
11931,11931.0,0.8254,1,5,0.3999999999999998
11932,11932.0,0.7537,1,5,0.3999999999999998
11933,11933.0,0.7644,1,5,0.3999999999999998
11934,11934.0,0.6826,1,5,0.3999999999999998
11935,11935.0,0.5015,1,5,0.3999999999999998
11936,11936.0,0.922,1,5,0.3999999999999998
11937,11937.0,0.6909,1,5,0.3999999999999998
11938,11938.0,0.7831,1,5,0.3999999999999998
11939,11939.0,0.8403,1,5,0.3999999999999998
11940,11940.0,0.7435,1,5,0.3999999999999998
11941,11941.0,0.6863,1,5,0.3999999999999998
11942,11942.0,0.9204,1,5,0.3999999999999998
11943,11943.0,0.8501,1,5,0.3999999999999998
11944,11944.0,0.8452,1,5,0.3999999999999998
11945,11945.0,0.7348,1,5,0.3999999999999998
11946,11946.0,0.7683,1,5,0.3999999999999998
11947,11947.0,0.9263,1,5,0.3999999999999998
11948,11948.0,0.6029,1,5,0.3999999999999998
11949,11949.0,0.9235,1,5,0.3999999999999998
11950,11950.0,0.8658,1,5,0.3999999999999998
11951,11951.0,0.7574,1,5,0.3999999999999998
11952,11952.0,0.6258,1,5,0.3999999999999998
11953,11953.0,0.5516,1,5,0.3999999999999998
11954,11954.0,0.6687,1,5,0.3999999999999998
11955,11955.0,0.6681,1,5,0.3999999999999998
11956,11956.0,0.8356,1,5,0.3999999999999998
11957,11957.0,0.9242,1,5,0.3999999999999998
11958,11958.0,0.4983,1,5,0.3999999999999998
11959,11959.0,0.6897,1,5,0.3999999999999998
11960,11960.0,0.8496,1,5,0.3999999999999998
11961,11961.0,0.7597,1,5,0.3999999999999998
11962,11962.0,0.7356,1,5,0.3999999999999998
11963,11963.0,0.5786,1,5,0.3999999999999998
11964,11964.0,0.7427,1,5,0.3999999999999998
11965,11965.0,0.87,1,5,0.3999999999999998
11966,11966.0,0.6936,1,5,0.3999999999999998
11967,11967.0,0.747,1,5,0.3999999999999998
11968,11968.0,0.5838,1,5,0.3999999999999998
11969,11969.0,0.6956,1,5,0.3999999999999998
11970,11970.0,0.6536,1,5,0.3999999999999998
11971,11971.0,0.7487,1,5,0.3999999999999998
11972,11972.0,0.8387,1,5,0.3999999999999998
11973,11973.0,0.7451,1,5,0.3999999999999998
11974,11974.0,0.6598,1,5,0.3999999999999998
11975,11975.0,0.6395,1,5,0.3999999999999998
11976,11976.0,0.6723,1,5,0.3999999999999998
11977,11977.0,0.5402,1,5,0.3999999999999998
11978,11978.0,0.6647,1,5,0.3999999999999998
11979,11979.0,0.7240000000000001,1,5,0.3999999999999998
11980,11980.0,0.7338,1,5,0.3999999999999998
11981,11981.0,0.7619,1,5,0.3999999999999998
11982,11982.0,0.5685,1,5,0.3999999999999998
11983,11983.0,0.7546,1,5,0.3999999999999998
11984,11984.0,0.6034,1,5,0.3999999999999998
11985,11985.0,0.8042,1,5,0.3999999999999998
11986,11986.0,0.6846,1,5,0.3999999999999998
11987,11987.0,0.7956,1,5,0.3999999999999998
11988,11988.0,0.8512,1,5,0.3999999999999998
11989,11989.0,0.7335,1,5,0.3999999999999998
11990,11990.0,0.6206,1,5,0.3999999999999998
11991,11991.0,0.8562,1,5,0.3999999999999998
11992,11992.0,0.6018,1,5,0.3999999999999998
11993,11993.0,0.9344,1,5,0.3999999999999998
11994,11994.0,0.4568,1,5,0.3999999999999998
11995,11995.0,0.7708,1,5,0.3999999999999998
11996,11996.0,0.6901,1,5,0.3999999999999998
11997,11997.0,0.7955,1,5,0.3999999999999998
11998,11998.0,0.6391,1,5,0.3999999999999998
11999,11999.0,0.7111,1,5,0.3999999999999998
12000,12000.0,0.5576,0,5,0.4099999999999998
12001,12001.0,0.8429,0,5,0.4099999999999998
12002,12002.0,0.6683,0,5,0.4099999999999998
12003,12003.0,0.5589999999999999,0,5,0.4099999999999998
12004,12004.0,0.6406,0,5,0.4099999999999998
12005,12005.0,0.5609,0,5,0.4099999999999998
12006,12006.0,0.6806,0,5,0.4099999999999998
12007,12007.0,0.6605,0,5,0.4099999999999998
12008,12008.0,0.8276,0,5,0.4099999999999998
12009,12009.0,0.8195,0,5,0.4099999999999998
12010,12010.0,0.6767,0,5,0.4099999999999998
12011,12011.0,0.7557,0,5,0.4099999999999998
12012,12012.0,0.7442,0,5,0.4099999999999998
12013,12013.0,0.7552,0,5,0.4099999999999998
12014,12014.0,0.5664,0,5,0.4099999999999998
12015,12015.0,0.925,0,5,0.4099999999999998
12016,12016.0,0.6776,0,5,0.4099999999999998
12017,12017.0,0.8433,0,5,0.4099999999999998
12018,12018.0,0.8285,0,5,0.4099999999999998
12019,12019.0,0.5834,0,5,0.4099999999999998
12020,12020.0,0.8449,0,5,0.4099999999999998
12021,12021.0,0.7483,0,5,0.4099999999999998
12022,12022.0,0.7452,0,5,0.4099999999999998
12023,12023.0,0.5463,0,5,0.4099999999999998
12024,12024.0,0.7261,0,5,0.4099999999999998
12025,12025.0,0.4676,0,5,0.4099999999999998
12026,12026.0,0.5551,0,5,0.4099999999999998
12027,12027.0,0.5599,0,5,0.4099999999999998
12028,12028.0,0.5609,0,5,0.4099999999999998
12029,12029.0,0.575,0,5,0.4099999999999998
12030,12030.0,0.6652,0,5,0.4099999999999998
12031,12031.0,0.7631,0,5,0.4099999999999998
12032,12032.0,0.7295,0,5,0.4099999999999998
12033,12033.0,0.5702,0,5,0.4099999999999998
12034,12034.0,0.8382,0,5,0.4099999999999998
12035,12035.0,0.7489,0,5,0.4099999999999998
12036,12036.0,0.5831,0,5,0.4099999999999998
12037,12037.0,0.6576,0,5,0.4099999999999998
12038,12038.0,0.9004,0,5,0.4099999999999998
12039,12039.0,0.6757,0,5,0.4099999999999998
12040,12040.0,0.9306,0,5,0.4099999999999998
12041,12041.0,0.6466,0,5,0.4099999999999998
12042,12042.0,0.4515,0,5,0.4099999999999998
12043,12043.0,0.68,0,5,0.4099999999999998
12044,12044.0,0.6674,0,5,0.4099999999999998
12045,12045.0,0.6739,0,5,0.4099999999999998
12046,12046.0,0.6625,0,5,0.4099999999999998
12047,12047.0,0.8476,0,5,0.4099999999999998
12048,12048.0,0.7679,0,5,0.4099999999999998
12049,12049.0,0.5679,0,5,0.4099999999999998
12050,12050.0,0.7531,0,5,0.4099999999999998
12051,12051.0,0.9131,0,5,0.4099999999999998
12052,12052.0,0.7468,0,5,0.4099999999999998
12053,12053.0,0.6393,0,5,0.4099999999999998
12054,12054.0,0.6712,0,5,0.4099999999999998
12055,12055.0,0.6604,0,5,0.4099999999999998
12056,12056.0,0.9183,0,5,0.4099999999999998
12057,12057.0,0.7538,0,5,0.4099999999999998
12058,12058.0,0.9295,0,5,0.4099999999999998
12059,12059.0,0.6676,0,5,0.4099999999999998
12060,12060.0,0.8146,0,5,0.4099999999999998
12061,12061.0,0.7327,0,5,0.4099999999999998
12062,12062.0,0.6744,0,5,0.4099999999999998
12063,12063.0,0.6609,0,5,0.4099999999999998
12064,12064.0,0.6392,0,5,0.4099999999999998
12065,12065.0,0.6634,0,5,0.4099999999999998
12066,12066.0,0.5847,0,5,0.4099999999999998
12067,12067.0,0.7251,0,5,0.4099999999999998
12068,12068.0,0.7694,0,5,0.4099999999999998
12069,12069.0,0.5627,0,5,0.4099999999999998
12070,12070.0,0.4658,0,5,0.4099999999999998
12071,12071.0,0.55,0,5,0.4099999999999998
12072,12072.0,0.7353,0,5,0.4099999999999998
12073,12073.0,0.826,0,5,0.4099999999999998
12074,12074.0,0.636,0,5,0.4099999999999998
12075,12075.0,0.8454,0,5,0.4099999999999998
12076,12076.0,0.6539,0,5,0.4099999999999998
12077,12077.0,0.8455,0,5,0.4099999999999998
12078,12078.0,0.5421,0,5,0.4099999999999998
12079,12079.0,0.764,0,5,0.4099999999999998
12080,12080.0,0.7474,0,5,0.4099999999999998
12081,12081.0,0.7459,0,5,0.4099999999999998
12082,12082.0,0.7499,0,5,0.4099999999999998
12083,12083.0,0.3801,0,5,0.4099999999999998
12084,12084.0,0.5625,0,5,0.4099999999999998
12085,12085.0,0.6328,0,5,0.4099999999999998
12086,12086.0,0.7517,0,5,0.4099999999999998
12087,12087.0,0.8290000000000001,0,5,0.4099999999999998
12088,12088.0,0.655,0,5,0.4099999999999998
12089,12089.0,0.7567,0,5,0.4099999999999998
12090,12090.0,0.579,0,5,0.4099999999999998
12091,12091.0,0.6682,0,5,0.4099999999999998
12092,12092.0,0.6198,0,5,0.4099999999999998
12093,12093.0,0.4737,0,5,0.4099999999999998
12094,12094.0,0.6789,0,5,0.4099999999999998
12095,12095.0,0.6609,0,5,0.4099999999999998
12096,12096.0,0.5656,0,5,0.4099999999999998
12097,12097.0,0.8367,0,5,0.4099999999999998
12098,12098.0,0.4926,0,5,0.4099999999999998
12099,12099.0,0.7443,0,5,0.4099999999999998
12100,12100.0,0.9252,1,5,0.4099999999999998
12101,12101.0,0.6261,1,5,0.4099999999999998
12102,12102.0,0.7224,1,5,0.4099999999999998
12103,12103.0,0.7526,1,5,0.4099999999999998
12104,12104.0,0.6393,1,5,0.4099999999999998
12105,12105.0,0.5985,1,5,0.4099999999999998
12106,12106.0,0.7688,1,5,0.4099999999999998
12107,12107.0,0.5993,1,5,0.4099999999999998
12108,12108.0,0.831,1,5,0.4099999999999998
12109,12109.0,0.7445,1,5,0.4099999999999998
12110,12110.0,0.8159,1,5,0.4099999999999998
12111,12111.0,0.5971,1,5,0.4099999999999998
12112,12112.0,0.7833,1,5,0.4099999999999998
12113,12113.0,0.7602,1,5,0.4099999999999998
12114,12114.0,0.6793,1,5,0.4099999999999998
12115,12115.0,0.4486,1,5,0.4099999999999998
12116,12116.0,0.5813,1,5,0.4099999999999998
12117,12117.0,0.7488,1,5,0.4099999999999998
12118,12118.0,0.8369,1,5,0.4099999999999998
12119,12119.0,0.5966,1,5,0.4099999999999998
12120,12120.0,0.5736,1,5,0.4099999999999998
12121,12121.0,0.7796,1,5,0.4099999999999998
12122,12122.0,0.7645,1,5,0.4099999999999998
12123,12123.0,0.8436,1,5,0.4099999999999998
12124,12124.0,0.6594,1,5,0.4099999999999998
12125,12125.0,0.6218,1,5,0.4099999999999998
12126,12126.0,0.7535,1,5,0.4099999999999998
12127,12127.0,0.7646,1,5,0.4099999999999998
12128,12128.0,0.6639,1,5,0.4099999999999998
12129,12129.0,0.5451,1,5,0.4099999999999998
12130,12130.0,0.7490000000000001,1,5,0.4099999999999998
12131,12131.0,0.6416,1,5,0.4099999999999998
12132,12132.0,0.5961,1,5,0.4099999999999998
12133,12133.0,0.7669,1,5,0.4099999999999998
12134,12134.0,0.5808,1,5,0.4099999999999998
12135,12135.0,0.7583,1,5,0.4099999999999998
12136,12136.0,0.6698,1,5,0.4099999999999998
12137,12137.0,0.7569,1,5,0.4099999999999998
12138,12138.0,0.7734,1,5,0.4099999999999998
12139,12139.0,0.6022,1,5,0.4099999999999998
12140,12140.0,0.7401,1,5,0.4099999999999998
12141,12141.0,0.7536,1,5,0.4099999999999998
12142,12142.0,0.8406,1,5,0.4099999999999998
12143,12143.0,0.6997,1,5,0.4099999999999998
12144,12144.0,0.6555,1,5,0.4099999999999998
12145,12145.0,0.7696,1,5,0.4099999999999998
12146,12146.0,0.6708,1,5,0.4099999999999998
12147,12147.0,0.9148,1,5,0.4099999999999998
12148,12148.0,0.7829,1,5,0.4099999999999998
12149,12149.0,0.8464,1,5,0.4099999999999998
12150,12150.0,0.7536,1,5,0.4099999999999998
12151,12151.0,0.866,1,5,0.4099999999999998
12152,12152.0,0.6752,1,5,0.4099999999999998
12153,12153.0,0.7438,1,5,0.4099999999999998
12154,12154.0,0.7126,1,5,0.4099999999999998
12155,12155.0,0.8568,1,5,0.4099999999999998
12156,12156.0,0.6295,1,5,0.4099999999999998
12157,12157.0,0.6758,1,5,0.4099999999999998
12158,12158.0,0.6887,1,5,0.4099999999999998
12159,12159.0,0.7759999999999999,1,5,0.4099999999999998
12160,12160.0,0.9197,1,5,0.4099999999999998
12161,12161.0,0.7602,1,5,0.4099999999999998
12162,12162.0,0.7413,1,5,0.4099999999999998
12163,12163.0,0.8866,1,5,0.4099999999999998
12164,12164.0,0.7773,1,5,0.4099999999999998
12165,12165.0,0.9221,1,5,0.4099999999999998
12166,12166.0,0.8466,1,5,0.4099999999999998
12167,12167.0,0.8288,1,5,0.4099999999999998
12168,12168.0,0.9259,1,5,0.4099999999999998
12169,12169.0,0.8387,1,5,0.4099999999999998
12170,12170.0,0.6824,1,5,0.4099999999999998
12171,12171.0,0.9292,1,5,0.4099999999999998
12172,12172.0,0.9287,1,5,0.4099999999999998
12173,12173.0,0.5493,1,5,0.4099999999999998
12174,12174.0,0.7452,1,5,0.4099999999999998
12175,12175.0,0.6444,1,5,0.4099999999999998
12176,12176.0,0.8370000000000001,1,5,0.4099999999999998
12177,12177.0,0.6818,1,5,0.4099999999999998
12178,12178.0,0.5475,1,5,0.4099999999999998
12179,12179.0,0.4496,1,5,0.4099999999999998
12180,12180.0,0.7773,1,5,0.4099999999999998
12181,12181.0,0.5927,1,5,0.4099999999999998
12182,12182.0,0.8448,1,5,0.4099999999999998
12183,12183.0,0.8559,1,5,0.4099999999999998
12184,12184.0,0.6921,1,5,0.4099999999999998
12185,12185.0,0.6684,1,5,0.4099999999999998
12186,12186.0,0.9343,1,5,0.4099999999999998
12187,12187.0,0.6625,1,5,0.4099999999999998
12188,12188.0,0.8166,1,5,0.4099999999999998
12189,12189.0,0.9311,1,5,0.4099999999999998
12190,12190.0,0.8285,1,5,0.4099999999999998
12191,12191.0,0.9255,1,5,0.4099999999999998
12192,12192.0,0.6835,1,5,0.4099999999999998
12193,12193.0,0.7617,1,5,0.4099999999999998
12194,12194.0,0.8504,1,5,0.4099999999999998
12195,12195.0,0.6636,1,5,0.4099999999999998
12196,12196.0,0.5852,1,5,0.4099999999999998
12197,12197.0,0.9231,1,5,0.4099999999999998
12198,12198.0,0.9245,1,5,0.4099999999999998
12199,12199.0,0.6909,1,5,0.4099999999999998
12200,12200.0,0.7537,0,5,0.4199999999999998
12201,12201.0,0.6518,0,5,0.4199999999999998
12202,12202.0,0.4962,0,5,0.4199999999999998
12203,12203.0,0.46399999999999997,0,5,0.4199999999999998
12204,12204.0,0.5867,0,5,0.4199999999999998
12205,12205.0,0.7544,0,5,0.4199999999999998
12206,12206.0,0.643,0,5,0.4199999999999998
12207,12207.0,0.4991,0,5,0.4199999999999998
12208,12208.0,0.5818,0,5,0.4199999999999998
12209,12209.0,0.903,0,5,0.4199999999999998
12210,12210.0,0.8220000000000001,0,5,0.4199999999999998
12211,12211.0,0.9297,0,5,0.4199999999999998
12212,12212.0,0.9254,0,5,0.4199999999999998
12213,12213.0,0.5921,0,5,0.4199999999999998
12214,12214.0,0.8427,0,5,0.4199999999999998
12215,12215.0,0.8335,0,5,0.4199999999999998
12216,12216.0,0.541,0,5,0.4199999999999998
12217,12217.0,0.4694,0,5,0.4199999999999998
12218,12218.0,0.6502,0,5,0.4199999999999998
12219,12219.0,0.7457,0,5,0.4199999999999998
12220,12220.0,0.8370000000000001,0,5,0.4199999999999998
12221,12221.0,0.8451,0,5,0.4199999999999998
12222,12222.0,0.7411,0,5,0.4199999999999998
12223,12223.0,0.7588,0,5,0.4199999999999998
12224,12224.0,0.5484,0,5,0.4199999999999998
12225,12225.0,0.5511,0,5,0.4199999999999998
12226,12226.0,0.7515,0,5,0.4199999999999998
12227,12227.0,0.7357,0,5,0.4199999999999998
12228,12228.0,0.7518,0,5,0.4199999999999998
12229,12229.0,0.4585,0,5,0.4199999999999998
12230,12230.0,0.8469,0,5,0.4199999999999998
12231,12231.0,0.8320000000000001,0,5,0.4199999999999998
12232,12232.0,0.6943,0,5,0.4199999999999998
12233,12233.0,0.6824,0,5,0.4199999999999998
12234,12234.0,0.935,0,5,0.4199999999999998
12235,12235.0,0.5846,0,5,0.4199999999999998
12236,12236.0,0.5597,0,5,0.4199999999999998
12237,12237.0,0.5783,0,5,0.4199999999999998
12238,12238.0,0.8344,0,5,0.4199999999999998
12239,12239.0,0.645,0,5,0.4199999999999998
12240,12240.0,0.6402,0,5,0.4199999999999998
12241,12241.0,0.8251,0,5,0.4199999999999998
12242,12242.0,0.8269,0,5,0.4199999999999998
12243,12243.0,0.7093,0,5,0.4199999999999998
12244,12244.0,0.5877,0,5,0.4199999999999998
12245,12245.0,0.8420000000000001,0,5,0.4199999999999998
12246,12246.0,0.7554,0,5,0.4199999999999998
12247,12247.0,0.7686,0,5,0.4199999999999998
12248,12248.0,0.3049,0,5,0.4199999999999998
12249,12249.0,0.6724,0,5,0.4199999999999998
12250,12250.0,0.6634,0,5,0.4199999999999998
12251,12251.0,0.5677,0,5,0.4199999999999998
12252,12252.0,0.7306,0,5,0.4199999999999998
12253,12253.0,0.9229,0,5,0.4199999999999998
12254,12254.0,0.5865,0,5,0.4199999999999998
12255,12255.0,0.7546,0,5,0.4199999999999998
12256,12256.0,0.4656,0,5,0.4199999999999998
12257,12257.0,0.4631,0,5,0.4199999999999998
12258,12258.0,0.5552,0,5,0.4199999999999998
12259,12259.0,0.7635,0,5,0.4199999999999998
12260,12260.0,0.7322,0,5,0.4199999999999998
12261,12261.0,0.7171,0,5,0.4199999999999998
12262,12262.0,0.5611,0,5,0.4199999999999998
12263,12263.0,0.5725,0,5,0.4199999999999998
12264,12264.0,0.5651,0,5,0.4199999999999998
12265,12265.0,0.3811,0,5,0.4199999999999998
12266,12266.0,0.7506,0,5,0.4199999999999998
12267,12267.0,0.7602,0,5,0.4199999999999998
12268,12268.0,0.5408,0,5,0.4199999999999998
12269,12269.0,0.6448,0,5,0.4199999999999998
12270,12270.0,0.6603,0,5,0.4199999999999998
12271,12271.0,0.8285,0,5,0.4199999999999998
12272,12272.0,0.8467,0,5,0.4199999999999998
12273,12273.0,0.6478,0,5,0.4199999999999998
12274,12274.0,0.635,0,5,0.4199999999999998
12275,12275.0,0.5441,0,5,0.4199999999999998
12276,12276.0,0.7719,0,5,0.4199999999999998
12277,12277.0,0.7307,0,5,0.4199999999999998
12278,12278.0,0.6431,0,5,0.4199999999999998
12279,12279.0,0.6415,0,5,0.4199999999999998
12280,12280.0,0.7374,0,5,0.4199999999999998
12281,12281.0,0.7701,0,5,0.4199999999999998
12282,12282.0,0.9269,0,5,0.4199999999999998
12283,12283.0,0.9229999999999999,0,5,0.4199999999999998
12284,12284.0,0.7479,0,5,0.4199999999999998
12285,12285.0,0.6451,0,5,0.4199999999999998
12286,12286.0,0.7241,0,5,0.4199999999999998
12287,12287.0,0.7507,0,5,0.4199999999999998
12288,12288.0,0.6442,0,5,0.4199999999999998
12289,12289.0,0.7705,0,5,0.4199999999999998
12290,12290.0,0.4987,0,5,0.4199999999999998
